hotel_code,hotel_name,address_line_1,address_line_2,description,amenities_json,pet_policy_description,pet_fees_json,weight_limits_json,phone,hotel_url,last_updated
chizm,Hyatt Place Chicago / Midway Airport,6550 S. Cicero Avenue,"Chicago, Illinois, United States, 60638",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
Your pets are welcome here. Call the hotel in advance to let us know you'll be bringing them.
Pet Fees
1-6 Nights: $75 / 1 STAY
7-30 Nights: $75 / 1 STAY + $100 Additional cleaning fee
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 Nights: $75 / 1 STAY\n7-30 Nights: $75 / 1 STAY + $100 Additional cleaning fee'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+17085941400,https://www.hyatt.com/hyatt-place/en-US/chizm-hyatt-place-chicago-midway-airport,2025-12-27T22:27:22.926271
chixe,Hyatt House Chicago / Evanston,1515 Chicago Avenue,"Evanston, Illinois, United States, 60201",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Restaurant On-Site']","We Are Pet Friendly
Just because you’re traveling doesn't mean you have to leave your four-legged friend at home. Our Evanston hotel welcomes dogs and provides suites that include separate living spaces in a smoke-free environment. Fees apply regardless of the duration. For stays exceeding 30 nights, please contact the hotel.
Pet Fees
1-6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+18478642300,https://www.hyatt.com/hyatt-house/en-US/chixe-hyatt-house-chicago-evanston,2025-12-27T22:27:44.010729
chizh,Hyatt Place Chicago / Hoffman Estates,2750 Greenspoint Parkway,"Hoffman Estates, Illinois, United States, 60169",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool']","Pets Are Welcome
Our Hoffman Estates hotel welcomes your four-legged friends. The maximum is two dogs per room, regardless of weight. All dogs must be housebroken. If you're planning a visit for 31+ nights, please contact the hotel —we’re happy to help make your extended stay just as pet-friendly.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights (includes cleaning fee): $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights (includes cleaning fee): $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+18478391800,https://www.hyatt.com/hyatt-place/en-US/chizh-hyatt-place-chicago-hoffman-estates,2025-12-27T22:28:03.930661
chizi,Hyatt Place Chicago / Itasca,1150 North Arlington Heights Road,"Itasca, Illinois, United States, 60143",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
Bring your furry friend along to enjoy all the exciting sights and sounds of Chicagoland. Our hotel is pet friendly for up to two housebroken dogs weighing 50 pounds or less per room (combined weight must be no more than 75 pounds). Call ahead to let us know you'll be bringing canine company.
Pet Fees
1 - 6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1 - 6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+16308751400,https://www.hyatt.com/hyatt-place/en-US/chizi-hyatt-place-chicago-itasca,2025-12-27T22:28:19.162402
chizl,Hyatt Place Chicago / Lombard / Oak Brook,2340 South Fountain Square Drive,"Lombard, Illinois, United States, 60148",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self Parking', 'Self Parking', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
We welcome your canine companions at Hyatt Place Chicago/Lombard/Oak Brook. All dogs must be housebroken.
Pet Fees
1-6 nights: $100 / 1 STAY
7-30 nights (includes cleaning fee): $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights: $100 / 1 STAY\n7-30 nights (includes cleaning fee): $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+16309326501,https://www.hyatt.com/hyatt-place/en-US/chizl-hyatt-place-chicago-lombard-oak-brook,2025-12-27T22:28:32.328115
chixw,Hyatt House Chicago / Naperville / Warrenville,27554 Maecliff Drive,"Warrenville, Illinois, United States, 60555",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self Parking', 'Pet Friendly']","We Are Pet Friendly
Bring your four-legged friends along for the ride when you stay at the pet-friendly Hyatt House Chicago/Naperville/Warrenville.
Pet Fees
1-6 Nights: $100 / 1 STAY
7–30 nights (includes cleaning fee): $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 Nights: $100 / 1 STAY\n7–30 nights (includes cleaning fee): $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+16308362960,https://www.hyatt.com/hyatt-house/en-US/chixw-hyatt-house-chicago-naperville-warrenville,2025-12-27T22:28:45.868637
chizw,Hyatt Place Chicago / Naperville / Warrenville,27576 Maecliff Drive,"Warrenville, Illinois, United States, 60555",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self Parking', 'Self Parking']","Pets Are Welcome
There will be a nonrefundable pet fee administered for guests who bring their furry friends with them. The fee(s) will be inclusive of taxes. A maximum of two dogs per room are permitted. All pets must be housebroken.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+16308369800,https://www.hyatt.com/hyatt-place/en-US/chizw-hyatt-place-chicago-naperville-warrenville,2025-12-27T22:29:03.506219
chixo,Hyatt House Chicago / Oak Brook,210 W 22nd Street,"Oak Brook, Illinois, United States, 60523",,"['Business Services', 'Concierge', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Meeting Facilities', 'Self-Parking']","We Are Pet Friendly
Your pets are welcome at Hyatt House Chicago / Oak Brook, where we’ll have a dog-friendly room and bed waiting for your pup. Fees apply regardless of the duration. For stays exceeding 30 nights, please contact the hotel.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+16305901200,https://www.hyatt.com/hyatt-house/en-US/chixo-hyatt-house-chicago-oak-brook,2025-12-27T22:29:19.941917
chizo,Hyatt Place Chicago / O'Hare Airport,6810 Mannheim Road,"Rosemont, Illinois, United States, 60018",,"['Business Services', 'Concierge', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Self Parking', 'Pool']","Pets Are Welcome
We welcome your canine companions at Hyatt Place Chicago/O’Hare Airport.
Pet Fees
1-6 nights: $75 / 1 STAY
7-30 nights: $100 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights: $75 / 1 STAY\n7-30 nights: $100 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+12245631800,https://www.hyatt.com/hyatt-place/en-US/chizo-hyatt-place-chicago-ohare-airport,2025-12-27T22:29:41.865184
chixs,Hyatt House Chicago / Schaumburg,1251 American Lane,"Schaumburg, Illinois, United States, 60173",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool']","We Are Pet Friendly
Bring your four-legged canine friend along to our pet-friendly hotel and avoid the hassle of kennels. We allow dogs only. For stays more than 30 nights, please contact the hotel.
Pet Fees
1–6 nights: $100 / 1 STAY
7-30 nights (includes cleaning fee): $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7-30 nights (includes cleaning fee): $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+18477069007,https://www.hyatt.com/hyatt-house/en-US/chixs-hyatt-house-chicago-schaumburg,2025-12-27T22:29:49.962210
chizs,Hyatt Place Chicago / Schaumburg,1851 McConnor Parkway,"Schaumburg, Illinois, United States, 60173",,"['Business Services', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool']","Pets Are Welcome
Hyatt Place Chicago/Schaumburg is proud to be a dog-friendly hotel. All pets must be housebroken. Fees apply regardless of the duration. For stays exceeding 30 nights, please contact the hotel.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+18473301060,https://www.hyatt.com/hyatt-place/en-US/chizs-hyatt-place-chicago-schaumburg,2025-12-27T22:29:59.953948
chizu,Hyatt Place Chicago - South / University Medical Center,5225 S. Harper Avenue,"Chicago, Illinois, United States, 60615",,"['Business Services', 'In-Room Chromecast', 'Concierge', 'Digital Check-In', 'Fitness Center', 'Free Internet Access', 'Meeting Facilities', 'Self Parking', 'Self-Parking', 'Pet Friendly', 'Pool']","Pets Are Welcome
We are happy to welcome your traveling canine companions. Dogs only are allowed and 2 household dogs per room weighing less than 50 lbs. each, all dogs must be housebroken and on a leash in public areas.
Pet Fees
1 - 6 Nights (whether it is 1 night, or 6 night's stay.: $100 / 1 STAY
7- 30 Nights + additional deep cleaning fee of $100.: $100 / 1 STAY + $100 Plus additional cleaning fee
30+ Nights, any additional cleaning fee is at the hotel's discretion.: $200
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.","[""Pet Fees\n1 - 6 Nights (whether it is 1 night, or 6 night's stay.: $100 / 1 STAY\n7- 30 Nights + additional deep cleaning fee of $100.: $100 / 1 STAY + $100 Plus additional cleaning fee\n30+ Nights, any additional cleaning fee is at the hotel's discretion.: $200""]","['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+17737525300,https://www.hyatt.com/hyatt-place/en-US/chizu-hyatt-place-chicago-south-university-medical-center,2025-12-27T22:30:09.642563
cinza,Hyatt Place Cincinnati Airport / Florence,300 Meijer Drive,"Florence, Kentucky, United States, 41042",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
Dogs are welcome at Hyatt Place Cincinnati Airport/Florence. Note they must be housebroken, and all fees are inclusive of taxes. *We welcome guests with disabilities traveling with their service animals. Service animals are not pets and are not subject to this Pet Policy. For more information, please contact the hotel.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
30+ nights + additional cleaning fee: $300 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY\n30+ nights + additional cleaning fee: $300 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+18596471170,https://www.hyatt.com/hyatt-place/en-US/cinza-hyatt-place-cincinnati-airport-florence,2025-12-27T22:30:19.466811
cinzb,Hyatt Place Cincinnati / Blue Ash,11435 Reed Hartman Highway,"Cincinnati, Ohio, United States, 45241",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
Pets are welcome at our hotel. Please call +1 513 489 3666 prior to your arrival to let us know you’ll be bringing your dog(s). All dogs must be housebroken. Fees apply regardless of the duration. For stays exceeding 30 nights, please contact the hotel.
Pet Fees
1 - 6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1 - 6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+15134893666,https://www.hyatt.com/hyatt-place/en-US/cinzb-hyatt-place-cincinnati-blue-ash,2025-12-27T22:30:26.896109
clezc,Hyatt Place Cleveland / Westlake / Crocker Park,2020 Crocker Road,"Westlake, Ohio, United States, 44145",,"['Business Services', 'In-Room Chromecast', 'Concierge', 'Digital Check-In', 'Digital Key', 'Electric Vehicle Charging', 'Fitness Center', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool']","Pets Are Welcome
Your furry friends are welcome when you stay at our hotel. Please call us at +1 440 871 3100 to let us know you’ll be traveling with your dog(s). All dogs must be housebroken.
Pet Fees
1–6 nights:: $100 / 1 STAY
7–30 nights:: $100 / 1 STAY + $100 Additional cleaning fee
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights:: $100 / 1 STAY\n7–30 nights:: $100 / 1 STAY + $100 Additional cleaning fee'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+14408713100,https://www.hyatt.com/hyatt-place/en-US/clezc-hyatt-place-cleveland-westlake-crocker-park,2025-12-27T22:30:39.350814
clezl,Hyatt Place Cleveland / Lyndhurst / Legacy Village,24665 Cedar Road,"Lyndhurst, Ohio, United States, 44124",,"['Business Services', 'Concierge', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool']","Pets Are Welcome
We welcome your canine companions and allow a maximum of two dogs per room. All pets must be housebroken. Dogs exceeding the weight limits are at the hotel’s discretion. Additional pet fees apply for stays 7 nights or longer.
Pet Fees
1-6 nights: $75 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights: $75 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+12163823350,https://www.hyatt.com/hyatt-place/en-US/clezl-hyatt-place-cleveland-lyndhurst-legacy-village,2025-12-27T22:30:47.583051
