hotel_code,hotel_name,address,city,state,country,phone,rating,description,card_price,overview_table_json,pets_json,parking_json,amenities_json,nearby_json,airport_json,is_pet_friendly,last_updated
MAR-2-1,Residence Inn by Marriott Boston Framingham,"400 Staples Drive Framingham, Massachusetts, USA, 01702",Framingham,Massachusetts,USA,+1 508-370-0001,3.7,Extended-stay Framingham hotel in MetroWest at the intersection of I-90 (Mass Pike) and Route 9,,https://www.marriott.com/hotels/travel/bosfm-residence-inn-boston-framingham,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""2 pets 50 pounds max per room with USD 150 non-refundable fee per room per stay | Non-refundable fee: 150 Per Stay | Contact hotel for details""}","{""raw"": ""2 pets 50 pounds max per room with USD 150 non-refundable fee per room per stay | Non-refundable fee: 150 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Cash machine/ATM"", ""Beauty shop"", ""Barber"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Local restaurant dinner delivery"", ""Newspaper in lobby"", ""Grocery shopping service"", ""Safe deposit boxes, front desk"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Worcester Regional Airport (ORH)"", ""details"": []}, {""airport"": ""T F Green Airport (PVD)"", ""details"": []}, {""airport"": ""Boston Logan International Airport (BOS)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Greyhound Bus Lines"", ""Logan Express"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 508-875-1491"", ""Train Station"", ""Commuter Rail""]}]",true,2025-12-27T01:27:41.772307
MAR-2-3,TownePlace Suites by Marriott Framingham,"1659 Worcester Road Framingham, Massachusetts, USA, 01701",Framingham,Massachusetts,USA,+1 508-270-8510,4.3,"Brand NEW Tri-Branded Hotel located in Framingham, MA adjacent to Tara Event Center.",,https://www.marriott.com/hotels/travel/bosht-towneplace-suites-framingham,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Pets up to 75lbs welcome. Maximum 2 per room. A $100 fee per stay applies. | Non-refundable fee: 100 Per Stay | Contact hotel for details""}","{""raw"": ""Pets up to 75lbs welcome. Maximum 2 per room. A $100 fee per stay applies. | Non-refundable fee: 100 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Fitness center"", ""Free breakfast"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Safe deposit boxes, front desk"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Gift/newsstand"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Worcester Regional Airport (ORH)"", ""details"": []}, {""airport"": ""T F Green Airport (PVD)"", ""details"": []}, {""airport"": ""Boston Logan International Airport (BOS)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Greyhound: Bus Stop"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 508-229-2756"", ""Subway Station"", ""Framingham/Worcester Line""]}]",true,2025-12-27T01:28:24.757523
MAR-2-5,TownePlace Suites by Marriott Hadley Amherst,"237 Russell Street Hadley, Massachusetts, USA, 01035",Hadley,Massachusetts,USA,+1 413-387-0162,4.6,"Your home away from home — comfort and adventure await at our hotel in Hadley, Amherst, MA",,https://www.marriott.com/hotels/travel/bdlhp-towneplace-suites-hadley-amherst,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Pets must be leashed when coming & going from rooms & removed for service. | Non-refundable fee: 75 Per Stay | Contact hotel for details""}","{""raw"": ""Pets must be leashed when coming & going from rooms & removed for service. | Non-refundable fee: 75 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Mobility accessible rooms"", ""Building access"", ""Mail/package delivery"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Local restaurant dinner delivery"", ""Safe deposit boxes, front desk"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Bar-B-Q and/or picnic area"", ""Housekeeping""]",[],"[{""airport"": ""Bradley International Airport (BDL)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""PVTA"", ""Peter Pan"", ""Train Station"", ""Northampton Station""]}]",true,2025-12-27T01:29:06.117854
MAR-2-7,Element Lenox Berkshires,"130 Pittsfield Road Lenox, Massachusetts, USA, 01240",Lenox,Massachusetts,USA,+1 413-770-1963,4.8,New extended stay hotel with full kitchens & free breakfast,,https://www.marriott.com/hotels/travel/alble-element-lenox-berkshires,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Dogs only permitted. | Non-refundable fee: 150 Per Stay | Contact hotel for details""}","{""raw"": ""Dogs only permitted. | Non-refundable fee: 150 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Luggage service"", ""Building access"", ""Mail/package delivery"", ""Cocktail lounge with light fare"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""All public areas non-smoking"", ""Bar-B-Q and/or picnic area"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Bradley International Airport (BDL)"", ""details"": []}, {""airport"": ""Albany International Airport (ALB)"", ""details"": []}, {""airport"": ""Boston Logan International Airport (BOS)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Joseph Scelsi Intermodal"", ""Car Rentals"", ""Enterprise Rent-A-Car"", ""Phone:"", ""+1 413-443-6600"", ""Train Station"", ""AMTRAK Pittsfield Station""]}]",true,2025-12-27T01:29:49.247556
MAR-2-9,Element Lexington,"727 Marrett Road - B Lexington, Massachusetts, USA, 02421",Lexington,Massachusetts,USA,+1 781-761-1750,3.9,"Pet friendly hotel near Waltham, MA nestled in historic town of Lexington.",,https://www.marriott.com/hotels/travel/bosex-element-lexington,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""A non-refundable $100 per Stay. | Contact hotel for details""}","{""raw"": ""A non-refundable $100 per Stay. | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Local restaurant dinner delivery"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Laurence G Hanscom Field (BED)"", ""details"": []}, {""airport"": ""Boston Logan International Airport (BOS)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Marrett Rd opp Forbes Rd"", ""Car Rentals"", ""Enterprise Rent-A-Car"", ""Phone:"", ""+1 781-860-0883"", ""Hertz"", ""Phone:"", ""+1 781-274-8177"", ""Train Station""]}]",true,2025-12-27T01:30:31.967438
MAR-3-1,Residence Inn by Marriott West Springfield,"64 Border Way West Springfield, Massachusetts, USA, 01089",West Springfield,Massachusetts,USA,+1 413-732-9543,3.9,West Springfield hotel off I-91 near Six Flags New England & Baystate Medical Practices.,,https://www.marriott.com/hotels/travel/bdlrw-residence-inn-west-springfield,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""2 well-behaved pet 75 pounds max per room with USD 125 per room per stay fee | Non-refundable fee: 125 Per Stay | Contact hotel for details""}","{""raw"": ""2 well-behaved pet 75 pounds max per room with USD 125 per room per stay fee | Non-refundable fee: 125 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Local restaurant dinner delivery"", ""Newspaper in lobby"", ""Grocery shopping service"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Bradley International Airport (BDL)"", ""details"": []}, {""airport"": ""T F Green Airport (PVD)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Riverdale Street"", ""Peter Pan"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 413-732-0715"", ""Train Station"", ""Springfield Train Station""]}]",true,2025-12-27T01:31:21.522171
MAR-3-3,TownePlace Suites by Marriott Westport,"41 Old Bedford Road Westport, Massachusetts, USA, 02790",Westport,Massachusetts,USA,+1 774-520-1700,4.2,"New! All suites hotel w/ full kitchens. Restaurant in walking distance. Access to 20,000sf mtg space",,https://www.marriott.com/hotels/travel/bostp-towneplace-suites-westport,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Non-refundable fee: 100 Per Stay | Contact hotel for details""}","{""raw"": ""Non-refundable fee: 100 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Concierge desk"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""All public areas non-smoking"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""New Bedford Regional Airport (EWB)"", ""details"": []}, {""airport"": ""T F Green Airport (PVD)"", ""details"": []}, {""airport"": ""Boston Logan International Airport (BOS)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Route 6 and Borden Street"", ""Route 6 at White's of Westport"", ""SRTA Bus Terminal"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 508-235-0472""]}]",true,2025-12-27T01:32:04.551776
MAR-3-5,Residence Inn by Marriott Boston Woburn,"300 Presidential Way Woburn, Massachusetts, USA, 01801",Woburn,Massachusetts,USA,+1 781-376-4000,4.4,"Spacious suites, free breakfast, and just minutes from Boston, MA in our hotel in Woburn, MA",,https://www.marriott.com/hotels/travel/boswo-residence-inn-boston-woburn,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Pets allowed with non-refundable fee of USD 150 per room per stay | Non-refundable fee: 150 Per Stay | Contact hotel for details""}","{""raw"": ""Pets allowed with non-refundable fee of USD 150 per room per stay | Non-refundable fee: 150 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Cash machine/ATM"", ""Beauty shop"", ""Barber"", ""Mobility accessible rooms"", ""Storage space"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Local restaurant dinner delivery"", ""Concierge desk"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Bar-B-Q and/or picnic area"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Manchester-Boston Regional Airport (MHT)"", ""details"": []}, {""airport"": ""Boston Logan International Airport (BOS)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Woburn Logan Express"", ""South Station"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 781-933-8362"", ""Enterprise Rent-A-Car"", ""Phone:"", ""+1 781-932-9898""]}]",true,2025-12-27T01:32:47.507168
MAR-3-7,Residence Inn by Marriott Worcester,"503 Plantation Street Worcester, Massachusetts, USA, 01605",Worcester,Massachusetts,USA,+1 508-753-6300,3.9,"Newly renovated all-suite Worcester hotel ideal for business, medical, and leisure travel.",,https://www.marriott.com/hotels/travel/bosri-residence-inn-worcester,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Pets 75lb max with non-refundable fee of USD 100 for the first pet | Non-refundable fee: 100 Per Stay | Contact hotel for details""}","{""raw"": ""Pets 75lb max with non-refundable fee of USD 100 for the first pet | Non-refundable fee: 100 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Beauty shop"", ""Barber"", ""Cash machine/ATM"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Storage space"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Local restaurant dinner delivery"", ""Grocery shopping service"", ""Concierge desk"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Bradley International Airport (BDL)"", ""details"": []}, {""airport"": ""Worcester Regional Airport (ORH)"", ""details"": []}, {""airport"": ""Manchester-Boston Regional Airport (MHT)"", ""details"": []}, {""airport"": ""T F Green Airport (PVD)"", ""details"": []}, {""airport"": ""Boston Logan International Airport (BOS)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Union Station"", ""Greyhound Bus Lines"", ""Car Rentals"", ""JetBlue Airways"", ""Enterprise Rent-A-Car"", ""Phone:"", ""+1 508-752-4100"", ""Hertz"", ""Phone:""]}]",true,2025-12-27T01:33:31.916886
MAR-1-1,TownePlace Suites by Marriott Detroit Allen Park,"16850 Southfield Road Allen Park, Michigan, USA, 48101",Allen Park,Michigan,USA,+1 313-383-9780,3.2,,,https://www.marriott.com/hotels/travel/dttra-towneplace-suites-detroit-allen-park,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Pet Acceptance Agreement signed at Check in. Up to 2 pets at 150USD, per stay. | Non-refundable fee: 150 Per Stay | Contact hotel for details""}","{""raw"": ""Pet Acceptance Agreement signed at Check in. Up to 2 pets at 150USD, per stay. | Non-refundable fee: 150 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Safe deposit boxes, front desk"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Bar-B-Q and/or picnic area"", ""Housekeeping"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Detroit Metropolitan Wayne County Airport (DTW)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 313-792-8206"", ""Train Station"", ""Dearborn Station""]}]",true,2025-12-27T01:35:07.098476
MAR-1-3,"The Vanguard Ann Arbor, Autograph Collection","201 Glen Avenue Ann Arbor, Michigan, USA, 48104",Ann Arbor,Michigan,USA,+1 734-926-2008,4.6,"Elevated stays and sophisticated French dining at La Serre await at our new hotel in Ann Arbor, MI",,https://www.marriott.com/hotels/travel/dtwaa-the-vanguard-ann-arbor-autograph-collection,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""2 pet per room maximum, no weight restriction. | Non-refundable fee: 150 Per Stay | Contact hotel for details""}","{""raw"": ""2 pet per room maximum, no weight restriction. | Non-refundable fee: 150 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Cocktail lounge with light fare"", ""Coffee/tea in-room"", ""Newspaper in lobby"", ""Safe deposit boxes, front desk"", ""All public areas non-smoking"", ""Room service"", ""Valet dry-cleaning"", ""Housekeeping"", ""Housekeeping service daily""]",[],"[{""airport"": ""Detroit Metropolitan Wayne County Airport (DTW)"", ""details"": []}, {""airport"": ""Bishop International Airport (FNT)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Glen/Catherine Inbound"", ""Geddes + CCTC"", ""Train Station"", ""Ann Arbor Amtrak Train Station""]}]",true,2025-12-27T01:35:49.429840
MAR-1-5,Residence Inn by Marriott Ann Arbor North,"3535 Green Court Ann Arbor, Michigan, USA, 48105",Ann Arbor,Michigan,USA,+1 734-327-0011,4.4,"For business or pleasure, for a few days or months at a time - your home away from home in Ann Arbor",,https://www.marriott.com/hotels/travel/arbrn-residence-inn-ann-arbor-north,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Pets allowed with USD 100 non-refundable fee per stay | Non-refundable fee: 100 Per Stay | Contact hotel for details""}","{""raw"": ""Pets allowed with USD 100 non-refundable fee per stay | Non-refundable fee: 100 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Cash machine/ATM"", ""Mobility accessible rooms"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Local restaurant dinner delivery"", ""Grocery shopping service"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Bar-B-Q and/or picnic area"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Detroit Metropolitan Wayne County Airport (DTW)"", ""details"": []}, {""airport"": ""Ann Arbor Airport (ARB)"", ""details"": []}, {""airport"": ""Bishop International Airport (FNT)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""S- Plymouth of Green"", ""E- Green Rd. south of Plymouth Rd."", ""Green Rd Park & Ride"", ""W- Green Rd. south of Plymouth Rd."", ""AATA Business Office"", ""Greyhound Bus"", ""Car Rentals"", ""Hertz"", ""Phone:""]}]",true,2025-12-27T01:36:32.449475
